År,Kommun,Skola,Organistionsform,StudieVagKod,Studievag,Antagningsgrans,Median,AntalPlatser,AntalAntagna,AntalReserver,AntalLedigaPlatser,Year,Årtal,Unnamed: 12
,Stockholm,Fryshuset gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Sång ",0,282.5,11,10,0,1,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Trummor ",0,325.0,3,2,0,1,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,ESTEA,Estetiska programmet ES - Teater,285.0,404.0,13,13,4,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,ESTEA,"Estetiska programmet ES - Teater, Specialpedagogisk verksamhet, profil AST (autismspektrumtillstånd) ",489.0,528.5,3,3,1,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,HAHAN,Handels- och administrationsprogrammet HA - Handel och service,147.5,182.5,16,16,8,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,HAHAN,"Handels- och administrationsprogrammet HA - Handel och service, Basket ",0,167.5,9,6,0,3,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,HAHAN,"Handels- och administrationsprogrammet HA - Handel och service, Dans ",117.5,242.5,3,3,0,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,HAHAN,"Handels- och administrationsprogrammet HA - Handel och service, Skate ",147.5,147.5,2,2,0,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,IMVESmus,Introduktionsprogram IM - Programinriktat val; mot Estetiska programmet; inriktning Musik,248.0,387.5,5,5,9,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,IMVEStea,Introduktionsprogram IM - Programinriktat val; mot Estetiska programmet; inriktning Teater,278.0,280.0,4,4,3,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,IMVHA,Introduktionsprogram IM - Programinriktat val; mot Handels- och administrationsprogrammet,0,167.5,17,13,0,4,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,IMVESdan,Introduktionsprogram IM - Programtinriktat val; mot Estetiska programmet; inriktning Dans ,0,157.5,4,3,0,1,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,IMYHA,Introduktionsprogram IM - Yrkesintroduktion mot Handels- och administrationsprogrammet,0.0,52.5,30,30,0,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Basket ",225.0,272.5,6,6,4,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Global ",0,237.5,9,8,0,1,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Speldesign/Programmering ",242.5,255.0,7,7,7,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Träningslära Dans ",227.5,235.0,4,4,3,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Träningslära Skate ",202.5,212.5,3,3,1,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,205.0,230.0,30,30,31,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Basket ",195.0,212.5,8,8,9,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Dans ",245.0,250.0,5,5,4,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Global ",210.0,242.5,10,10,8,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Skate ",172.5,215.0,4,4,1,0,2021,2021.0,
,Stockholm,Fryshuset gymnasium,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Speldesign ",220.0,235.0,9,9,4,0,2021,2021.0,
,Stockholm,Globala gymnasiet,K,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Globalt entreprenörskap ",240.0,252.5,33,32,60,0,2021,2021.0,
,Stockholm,Globala gymnasiet,K,ESEST,"Estetiska programmet ES - Estetik och media, Samhällsprofil ",406.0,496.5,30,30,23,0,2021,2021.0,
,Stockholm,Globala gymnasiet,K,NANAS,"Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle, Hållbar utveckling ",272.5,287.5,33,33,22,0,2021,2021.0,
,Stockholm,Globala gymnasiet,K,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Hållbar utveckling ",290.0,312.5,33,31,40,0,2021,2021.0,
,Stockholm,Globala gymnasiet,K,SASAM0S,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap  (spetsutbildning), Global ",314.0,372.5,10,10,8,0,2021,2021.0,
,Stockholm,Globala gymnasiet,K,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Global ",282.5,297.5,56,55,131,0,2021,2021.0,
,Stockholm,Grillska Gymnasiet Kungsholmen (fd Sundbyberg),F,EKEKO,Ekonomiprogrammet EK - Ekonomi,165.0,202.5,30,30,2,0,2021,2021.0,
,Stockholm,Grillska Gymnasiet Kungsholmen (fd Sundbyberg),F,IMVRL,Introduktionsprogram IM - Programinriktat val; mot Restaurang- och livsmedelsprogrammet,162.5,162.5,2,2,4,0,2021,2021.0,
,Stockholm,Grillska Gymnasiet Kungsholmen (fd Sundbyberg),F,RLBAG,Restaurang- och livsmedelsprogrammet RL - Bageri och konditori,127.5,230.0,30,30,1,0,2021,2021.0,
,Stockholm,Grillska Gymnasiet Kungsholmen (fd Sundbyberg),F,RLKOK,Restaurang- och livsmedelsprogrammet RL - Kök och servering ,0,202.5,30,28,0,2,2021,2021.0,
,Stockholm,Grillska gymnasiet Stockholm,F,BFFRI,"Barn- och fritidsprogrammet BF - Fritid och hälsa, Idrott ",0,185.0,29,27,0,2,2021,2021.0,
,Stockholm,Grillska gymnasiet Stockholm,F,EEDAT,El- och energiprogrammet EE - Dator- och kommunikationsteknik,117.5,160.0,29,29,5,0,2021,2021.0,
,Stockholm,Grillska gymnasiet Stockholm,F,HVFRS,"Hantverksprogrammet HV - Frisör, barberare och hår- och makeupstylist",0,195.0,20,12,0,8,2021,2021.0,
,Stockholm,Grillska gymnasiet Stockholm,F,IMVBF,Introduktionsprogram IM - Programinriktat val; mot Barn- och fritidsprogrammet,147.5,167.5,3,3,6,0,2021,2021.0,
,Stockholm,Grillska gymnasiet Stockholm,F,IMVEE,Introduktionsprogram IM - Programinriktat val; mot El- och energiprogrammet,152.5,152.5,2,2,3,0,2021,2021.0,
,Stockholm,Grillska gymnasiet Stockholm,F,IMVHV,Introduktionsprogram IM - Programinriktat val; mot Hantverksprogrammet,0,72.5,4,3,0,1,2021,2021.0,
,Stockholm,Grillska gymnasiet Stockholm,F,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Idrott ",165.0,197.5,32,32,4,0,2021,2021.0,
,Stockholm,Grillska gymnasiet Stockholm,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Socialt Engagemang ",0,205.0,32,21,0,11,2021,2021.0,
,Stockholm,Hvilan Gymnasium Stockholm,F,EKEKO,Ekonomiprogrammet EK - Ekonomi,145.0,215.0,64,64,3,0,2021,2021.0,
,Stockholm,Hvilan Gymnasium Stockholm,F,EKJUR,Ekonomiprogrammet EK - Juridik,0,212.5,64,62,0,2,2021,2021.0,
,Stockholm,Hvilan Gymnasium Stockholm,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,0,232.5,32,17,0,15,2021,2021.0,
,Stockholm,Hvilan Gymnasium Stockholm,F,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,0,242.5,32,5,0,27,2021,2021.0,
,Stockholm,Hvilan Gymnasium Stockholm,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Rymdvetenskap ",212.5,272.5,32,32,5,0,2021,2021.0,
,Stockholm,Hvilan Gymnasium Stockholm,F,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,200.0,227.5,64,64,31,0,2021,2021.0,
,Stockholm,Hvilan Gymnasium Stockholm,F,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,0,207.5,64,53,0,11,2021,2021.0,
,Stockholm,International IT College of Sweden,F,EKEKO,Ekonomiprogrammet EK - Ekonomi,237.5,260.0,30,30,27,0,2021,2021.0,
,Stockholm,International IT College of Sweden,F,ESEST,Estetiska programmet ES - Estetik och media,237.5,247.5,9,9,8,0,2021,2021.0,
,Stockholm,International IT College of Sweden,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,305.0,322.5,30,30,77,0,2021,2021.0,
,Stockholm,International IT College of Sweden,F,SAMED,"Samhällsvetenskapsprogrammet SA - Medier, information och kommunikation",235.0,242.5,14,14,19,0,2021,2021.0,
,Stockholm,International IT College of Sweden,F,TEINF,Teknikprogrammet TE - Informations- och medieteknik,292.5,302.5,30,30,86,0,2021,2021.0,
,Stockholm,Internationella Engelska Gymnasiet,F,EKJUR,"Ekonomiprogrammet EK - Juridik, Academic and personal development ",212.5,240.0,32,32,16,0,2021,2021.0,
,Stockholm,Internationella Engelska Gymnasiet,F,ESBIL,Estetiska programmet ES - Bild och formgivning,470.0,510.0,16,16,20,0,2021,2021.0,
,Stockholm,Internationella Engelska Gymnasiet,F,ESTEA,Estetiska programmet ES - Teater,445.0,552.5,16,16,5,0,2021,2021.0,
,Stockholm,Internationella Engelska Gymnasiet,F,IBfp,International Baccalaureate IB - International Baccalaureate; med antagningsprov,240.0,492.5,64,64,9,0,2021,2021.0,
,Stockholm,Internationella Engelska Gymnasiet,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Academic and personal development ",265.0,287.5,64,64,37,0,2021,2021.0,
,Stockholm,Internationella Engelska Gymnasiet,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Academic and personal development ",135.0,232.5,64,64,5,0,2021,2021.0,
,Stockholm,Internationella Hotell- och Restaurangskolan,F,HT,Hotell- och turismprogrammet HT,170.0,207.5,20,20,11,0,2021,2021.0,
,Stockholm,Internationella Hotell- och Restaurangskolan,F,RLBAG,Restaurang- och livsmedelsprogrammet RL - Bageri och konditori,177.5,212.5,15,15,2,0,2021,2021.0,
,Stockholm,Internationella Hotell- och Restaurangskolan,F,RLKOK,Restaurang- och livsmedelsprogrammet RL - Kök och servering ,177.5,227.5,45,45,11,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Norra,F,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Business and Economics ",247.5,252.5,31,31,93,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Norra,F,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Företags- och nationalekonomi ",257.5,270.0,31,31,124,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Norra,F,EKJUR,Ekonomiprogrammet EK - Juridik,252.5,260.0,31,31,134,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Norra,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Bioteknik ",257.5,280.0,20,20,22,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Norra,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Medicin ",275.0,287.5,30,30,47,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Norra,F,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Kriminologi ",250.0,262.5,60,60,132,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Norra,F,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Psykologisk profil ",247.5,255.0,30,30,112,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Norra,F,TEINF,"Teknikprogrammet TE - Informations- och medieteknik, Civilingenjör ",245.0,260.0,30,30,31,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Södra,F,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Management ",270.0,280.0,31,31,109,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Södra,F,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Redovisning och  Finans - DGE ",252.5,260.0,30,30,74,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Södra,F,EKJUR,Ekonomiprogrammet EK - Juridik,267.5,280.0,32,32,139,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Södra,F,HAHAN,"Handels- och administrationsprogrammet HA - Handel och service, Försäljning och Entrepenörskap ",217.5,230.0,27,27,52,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Södra,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,300.0,310.0,32,32,105,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Södra,F,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Juridik och kriminologi ",277.5,292.5,32,32,156,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Södra,F,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Psykologisk profil ",262.5,275.0,32,32,123,0,2021,2021.0,
,Stockholm,JENSEN gymnasium Södra,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Statsvetenskap ",252.5,260.0,28,28,74,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Norra,F,EKEKO,Ekonomiprogrammet EK - Ekonomi,262.5,270.0,15,15,136,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Norra,F,EKJUR,Ekonomiprogrammet EK - Juridik,262.5,270.0,15,15,105,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Norra,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,272.5,295.0,30,30,66,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Norra,F,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,262.5,275.0,30,30,157,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Södra,F,EKJUR,Ekonomiprogrammet EK - Juridik,247.5,260.0,32,32,111,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Södra,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,270.0,280.0,32,32,38,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Södra,F,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,240.0,255.0,64,64,134,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Södra,F,TEINF,Teknikprogrammet TE - Informations- och medieteknik,237.5,267.5,16,16,19,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Södra,F,TETEK,Teknikprogrammet TE - Teknikvetenskap,247.5,267.5,16,16,20,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Västra,F,EKEKO,Ekonomiprogrammet EK - Ekonomi,240.0,247.5,14,14,85,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Västra,F,EKJUR,Ekonomiprogrammet EK - Juridik,237.5,242.5,14,14,63,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Västra,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,252.5,260.0,16,16,38,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Västra,F,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,230.0,250.0,14,14,20,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Västra,F,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,240.0,250.0,14,14,83,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Västra,F,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,237.5,247.5,14,14,67,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Östra,F,EKEKO,Ekonomiprogrammet EK - Ekonomi,200.0,215.0,30,30,19,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Östra,F,EKJUR,Ekonomiprogrammet EK - Juridik,205.0,227.5,30,30,24,0,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Östra,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,0,200.0,30,14,0,16,2021,2021.0,
,Stockholm,KLARA Teoretiska Gymnasium Östra,F,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,0,205.0,84,74,0,10,2021,2021.0,
,Stockholm,Kristofferskolan Gymnasium,F,ESWALVE,"Estetiska programmet ES - Särskild variant inom det estetiska området, Waldorf",0,307.5,25,9,0,16,2021,2021.0,
,Stockholm,Kristofferskolan Gymnasium,F,NAWALVE,"Naturvetenskapsprogrammet NA - Särskild variant inom det estetiska området, Waldorf",0,372.5,25,19,0,6,2021,2021.0,
,Stockholm,Kristofferskolan Gymnasium,F,SAWALVE,"Samhällsvetenskapsprogrammet SA - Särskild variant inom det estetiska området, Waldorf",0,327.5,28,25,0,3,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESBIL,"Estetiska programmet ES - Bild och formgivning, Konst och design ",539.5,562.0,49,49,80,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESDAN,"Estetiska programmet ES - Dans, Dans ",370.0,540.0,15,15,7,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESEST,"Estetiska programmet ES - Estetik och media, Film ",525.5,558.0,32,32,10,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESEST,"Estetiska programmet ES - Estetik och media, Foto ",435.5,530.5,12,12,7,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Blåsinstrument ",337.0,337.0,1,1,0,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Elbas ",566.5,566.5,1,1,0,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Elgitarr ",338.5,398.5,4,4,4,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Musikal ",422.5,542.5,13,13,3,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Musikproduktion ",368.0,482.0,8,8,15,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Piano/Keyboard ",207.5,207.5,1,1,0,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Singer/Songwriter ",322.5,592.5,7,7,5,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Sång ",363.5,528.0,8,8,5,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESMUS,"Estetiska programmet ES - Musik, Trummor ",567.5,567.5,2,2,0,0,2021,2021.0,
,Stockholm,Kulturama gymnasium,F,ESTEA,"Estetiska programmet ES - Teater, Teater ",517.5,587.5,32,32,13,0,2021,2021.0,
,Stockholm,Kulturama gymnasium Natur,F,NANASVE,"Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle, särskild variant inom det estetiska området, Bild ",340.5,375.0,16,16,5,0,2021,2021.0,
,Stockholm,Kulturama gymnasium Natur,F,NANASVE,"Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle, särskild variant inom det estetiska området, Dans ",0,0.0,4,0,0,4,2021,2021.0,
,Stockholm,Kulturama gymnasium Natur,F,NANASVE,"Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle, särskild variant inom det estetiska området, Musik ",0,374.5,10,7,0,3,2021,2021.0,
,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,K,EKEKOeng,"Ekonomiprogrammet EK - International Business Program, Engelska ",310.0,325.0,32,30,60,0,2021,2021.0,
,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,K,HUSPR,Humanistiska programmet HU - Språk,232.5,262.5,33,33,14,0,2021,2021.0,
,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,K,NANATeng,"Naturvetenskapsprogrammet NA - Natural Science Program, Engelska ",300.0,325.0,99,92,50,0,2021,2021.0,
,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,322.5,335.0,99,97,126,0,2021,2021.0,
,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,K,NAMUSVE,"Naturvetenskapsprogrammet NA - Särskild variant inom det estetiska området, musik, Körsång ",633.5,663.0,33,32,22,0,2021,2021.0,
,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,K,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,295.0,325.0,66,63,82,0,2021,2021.0,
,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,K,SASAMVE,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, särskild variant inom det estetiska området, Körsång ",552.0,612.5,31,31,11,0,2021,2021.0,
,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,K,SASAMeng,"Samhällsvetenskapsprogrammet SA - Social Science Program, Engelska ",285.0,312.5,33,32,22,0,2021,2021.0,
,Stockholm,Kungsholmens västra gymnasium,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,247.5,257.5,33,32,102,0,2021,2021.0,
,Stockholm,Kungsholmens västra gymnasium,K,EKJUR,Ekonomiprogrammet EK - Juridik,250.0,257.5,33,32,113,0,2021,2021.0,
,Stockholm,Kungsholmens västra gymnasium,K,IMVVO,Introduktionsprogram IM - Programinriktat val; mot Vård- och omsorgsprogrammet,77.5,140.0,14,14,1,0,2021,2021.0,
,Stockholm,Kungsholmens västra gymnasium,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,257.5,275.0,66,66,42,0,2021,2021.0,
,Stockholm,Kungsholmens västra gymnasium,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,237.5,252.5,99,97,209,0,2021,2021.0,
,Stockholm,Kungsholmens västra gymnasium,K,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Juridik ",235.0,245.0,56,55,103,0,2021,2021.0,
,Stockholm,Kungsholmens västra gymnasium,K,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Specialpedagogisk verksamhet, profil Hörselanpassning ",230.0,230.0,2,2,1,0,2021,2021.0,
,Stockholm,Kungsholmens västra gymnasium,K,VOVAR,Vård- och omsorgsprogrammet VO - Vård- och omsorgsprogrammet,112.5,197.5,85,84,7,0,2021,2021.0,
,Stockholm,Kungstensgymnasiet,F,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Europa ",277.5,287.5,33,33,90,0,2021,2021.0,
,Stockholm,Kungstensgymnasiet,F,EKJUR,"Ekonomiprogrammet EK - Juridik, Europa ",290.0,305.0,33,33,86,0,2021,2021.0,
,Stockholm,Kungstensgymnasiet,F,ESEST,"Estetiska programmet ES - Estetik och media, Fotografi ",252.5,296.5,24,24,1,0,2021,2021.0,
,Stockholm,Kungstensgymnasiet,F,ESEST,"Estetiska programmet ES - Estetik och media, foto-språk ",0,316.5,24,10,0,14,2021,2021.0,
,Stockholm,Kungstensgymnasiet,F,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Europa ",305.0,317.5,33,33,106,0,2021,2021.0,
,Stockholm,Kungstensgymnasiet,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Europa ",285.0,290.0,33,33,105,0,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Globen,F,EKEKO,Ekonomiprogrammet EK - Ekonomi,225.0,240.0,30,30,46,0,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Globen,F,EKJUR,Ekonomiprogrammet EK - Juridik,197.5,215.0,30,30,17,0,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Globen,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,195.0,250.0,30,30,3,0,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Globen,F,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,222.5,235.0,30,30,51,0,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Globen,F,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,197.5,215.0,30,30,21,0,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Globen,F,VO,Vård- och omsorgsprogrammet VO,92.5,162.5,24,24,0,0,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Liljeholmen,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,0,245.0,30,26,0,4,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Liljeholmen,F,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,190.0,220.0,25,25,10,0,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Liljeholmen,F,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,0,212.5,25,15,0,10,2021,2021.0,
,Stockholm,Kunskapsgymnasiet Liljeholmen,F,TESAM,Teknikprogrammet TE - Samhällsbyggande och miljö,190.0,230.0,20,20,0,0,2021,2021.0,
,Stockholm,Kärrtorps gymnasium,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,175.0,190.0,17,17,3,0,2021,2021.0,
,Stockholm,Kärrtorps gymnasium,K,EKJUR,Ekonomiprogrammet EK - Juridik,0,200.0,17,12,0,5,2021,2021.0,
,Stockholm,Kärrtorps gymnasium,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,0,225.0,30,21,0,8,2021,2021.0,
,Stockholm,Kärrtorps gymnasium,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,0,190.0,34,31,0,3,2021,2021.0,
,Stockholm,Kärrtorps gymnasium,K,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,0,190.0,34,7,0,26,2021,2021.0,
,Stockholm,LBS Kreativa Gymnasiet Stockholm Södra,F,ESBIL,"Estetiska programmet ES - Bild och formgivning, Grafisk design ",182.5,220.0,28,28,10,0,2021,2021.0,
,Stockholm,LBS Kreativa Gymnasiet Stockholm Södra,F,ESBIL,"Estetiska programmet ES - Bild och formgivning, Spelgrafik ",235.0,265.0,32,32,25,0,2021,2021.0,
,Stockholm,LBS Kreativa Gymnasiet Stockholm Södra,F,ESEST,"Estetiska programmet ES - Estetik och media, Foto och Film ",195.0,245.0,19,18,8,0,2021,2021.0,
,Stockholm,LBS Kreativa Gymnasiet Stockholm Södra,F,ESEST,"Estetiska programmet ES - Estetik och media, Media – Beteende ",192.5,232.5,6,6,3,0,2021,2021.0,
,Stockholm,LBS Kreativa Gymnasiet Stockholm Södra,F,TEDES,"Teknikprogrammet TE - Design och produktutveckling, Spelutveckling ",197.5,232.5,64,64,16,0,2021,2021.0,
,Stockholm,LBS Kreativa Gymnasiet Stockholm Södra,F,TEINF,"Teknikprogrammet TE - Informations- och medieteknik, Systemutveckling ",207.5,257.5,32,32,8,0,2021,2021.0,
,Stockholm,Lilla Akademiens musikgymnasium,F,ESMUS0S,"Estetiska programmet ES - Musik (spetsutbildning), Blåsinstrument ",0,955.0,11,10,0,1,2021,2021.0,
,Stockholm,Lilla Akademiens musikgymnasium,F,ESMUS0S,"Estetiska programmet ES - Musik (spetsutbildning), Knäppinstrument (ex elbas elgitarr gitarr) ",0,975.0,8,7,0,1,2021,2021.0,
